ERR1456827.2400	-	Bacteria	domain	0.99	"Actinobacteria"	phylum	0.98	Actinobacteria	class	0.98	Actinomycetales	order	0.98	Micrococcaceae	family	0.78	Renibacterium	genus	0.58
ERR1456827.2500	-	Bacteria	domain	0.99	"Acidobacteria"	phylum	0.61	Acidobacteria_Gp3	class	0.6	Candidatus Solibacter	order	0.58	Candidatus Solibacter	family	0.58	Candidatus Solibacter	genus	0.58
ERR1456827.2600	-	Bacteria	domain	0.86	"Actinobacteria"	phylum	0.46	Actinobacteria	class	0.46	Actinomycetales	order	0.43	Pseudonocardiaceae	family	0.14	Longimycelium	genus	0.06
ERR1456827.2700	-	Bacteria	domain	0.96	"Actinobacteria"	phylum	0.71	Actinobacteria	class	0.71	Actinomycetales	order	0.66	Cryptosporangiaceae	family	0.44	Jatrophihabitans	genus	0.44
ERR1456827.2800	-	Bacteria	domain	0.98	"Proteobacteria"	phylum	0.89	Alphaproteobacteria	class	0.87	Rhizobiales	order	0.74	Rhizobiales_incertae_sedis	family	0.36	Alsobacter	genus	0.34
ERR1456827.2900	-	Bacteria	domain	0.98	"Proteobacteria"	phylum	0.98	Betaproteobacteria	class	0.98	Burkholderiales	order	0.71	Oxalobacteraceae	family	0.61	Rugamonas	genus	0.44
ERR1456827.3000	-	Bacteria	domain	0.87	"Chloroflexi"	phylum	0.18	Ktedonobacteria	class	0.03	Ktedonobacterales	order	0.03	Ktedonobacteraceae	family	0.03	Ktedonobacter	genus	0.03
ERR1456827.3100	-	Bacteria	domain	0.9	"Acidobacteria"	phylum	0.34	Acidobacteria_Gp3	class	0.33	Candidatus Solibacter	order	0.29	Candidatus Solibacter	family	0.29	Candidatus Solibacter	genus	0.29
ERR1456827.3200	-	Bacteria	domain	0.96	"Proteobacteria"	phylum	0.73	Alphaproteobacteria	class	0.54	Rhodospirillales	order	0.5	Rhodospirillaceae	family	0.2	Constrictibacter	genus	0.08
ERR1456827.3300	-	Bacteria	domain	0.92	Firmicutes	phylum	0.53	Bacilli	class	0.2	Bacillales	order	0.19	Planococcaceae	family	0.02	Filibacter	genus	0.02
ERR1456827.3400	-	Bacteria	domain	0.91	"Actinobacteria"	phylum	0.68	Actinobacteria	class	0.65	Solirubrobacterales	order	0.47	Conexibacteraceae	family	0.47	Conexibacter	genus	0.47
ERR1456827.3500	-	Bacteria	domain	0.96	Firmicutes	phylum	0.43	Clostridia	class	0.38	Clostridiales	order	0.33	Heliobacteriaceae	family	0.19	Heliobacillus	genus	0.19
ERR1456827.3600	-	Bacteria	domain	0.98	"Actinobacteria"	phylum	0.87	Actinobacteria	class	0.86	Actinomycetales	order	0.77	Micrococcaceae	family	0.26	Tersicoccus	genus	0.13
ERR1456827.3700	-	Bacteria	domain	1.0	"Acidobacteria"	phylum	0.52	Acidobacteria_Gp6	class	0.51	Gp6	order	0.51	Gp6	family	0.51	Gp6	genus	0.51
ERR1456827.3800	-	Bacteria	domain	0.96	"Chloroflexi"	phylum	0.68	Ktedonobacteria	class	0.63	Ktedonobacterales	order	0.63	Ktedonobacteraceae	family	0.49	Ktedonobacter	genus	0.49
ERR1456827.3900	-	Bacteria	domain	1.0	Firmicutes	phylum	0.95	Bacilli	class	0.83	Bacillales	order	0.83	Bacillaceae 1	family	0.52	Falsibacillus	genus	0.46
ERR1456827.4000	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.87	Actinobacteria	class	0.87	Gaiellales	order	0.78	Gaiellaceae	family	0.78	Gaiella	genus	0.78
ERR1456827.4100	-	Bacteria	domain	0.95	"Acidobacteria"	phylum	0.56	Acidobacteria_Gp1	class	0.56	Candidatus Koribacter	order	0.51	Candidatus Koribacter	family	0.51	Candidatus Koribacter	genus	0.51
ERR1456827.4200	-	Bacteria	domain	0.99	Firmicutes	phylum	0.93	Bacilli	class	0.59	Bacillales	order	0.56	Bacillaceae 1	family	0.22	Saccharococcus	genus	0.21
ERR1456827.4300	-	Bacteria	domain	0.99	"Actinobacteria"	phylum	0.72	Thermoleophilia	class	0.35	Thermoleophilales	order	0.35	Thermoleophilaceae	family	0.35	Thermoleophilum	genus	0.35
ERR1456827.4400	-	Bacteria	domain	0.97	"Actinobacteria"	phylum	0.74	Actinobacteria	class	0.74	Actinomycetales	order	0.64	Micromonosporaceae	family	0.12	Krasilnikovia	genus	0.02
ERR1456827.4500	-	Bacteria	domain	0.93	Firmicutes	phylum	0.4	Negativicutes	class	0.03	Selenomonadales	order	0.03	Veillonellaceae	family	0.03	Anaeroarcus	genus	0.02
ERR1456827.4600	-	Bacteria	domain	0.79	Firmicutes	phylum	0.16	Clostridia	class	0.08	Thermoanaerobacterales	order	0.02	Thermoanaerobacteraceae	family	0.02	Desulfovirgula	genus	0.02
ERR1456827.4700	-	Bacteria	domain	0.86	"Proteobacteria"	phylum	0.34	Alphaproteobacteria	class	0.31	Rhodospirillales	order	0.24	Acetobacteraceae	family	0.13	Craurococcus	genus	0.03
ERR1456827.4800	-	Bacteria	domain	0.94	"Gemmatimonadetes"	phylum	0.04	Gemmatimonadetes	class	0.04	Gemmatimonadales	order	0.04	Gemmatimonadaceae	family	0.04	Gemmatimonas	genus	0.04
ERR1456827.4900	-	Bacteria	domain	0.94	"Chloroflexi"	phylum	0.17	Caldilineae	class	0.05	Caldilineales	order	0.05	Caldilineaceae	family	0.05	Litorilinea	genus	0.05
ERR1456827.5000	-	Bacteria	domain	0.93	"Actinobacteria"	phylum	0.52	Actinobacteria	class	0.52	Gaiellales	order	0.35	Gaiellaceae	family	0.35	Gaiella	genus	0.35
ERR1456827.5100	-	Bacteria	domain	0.99	Firmicutes	phylum	0.63	Clostridia	class	0.44	Clostridiales	order	0.28	Peptococcaceae 2	family	0.18	Desulfurispora	genus	0.11
ERR1456827.5200	-	Bacteria	domain	0.87	Candidatus Calescamantes	phylum	0.13	Candidatus Calescibacterium	class	0.13	Candidatus Calescibacterium	order	0.13	Candidatus Calescibacterium	family	0.13	Candidatus Calescibacterium	genus	0.13
ERR1456827.5300	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.94	Actinobacteria	class	0.94	Actinomycetales	order	0.89	Dermacoccaceae	family	0.42	Luteipulveratus	genus	0.23
ERR1456827.5400	-	Bacteria	domain	0.94	"Actinobacteria"	phylum	0.5	Actinobacteria	class	0.5	Gaiellales	order	0.31	Gaiellaceae	family	0.31	Gaiella	genus	0.31
ERR1456827.5500	-	Bacteria	domain	0.75	"Proteobacteria"	phylum	0.22	Gammaproteobacteria	class	0.15	"Enterobacteriales"	order	0.06	Enterobacteriaceae	family	0.06	Pragia	genus	0.05
ERR1456827.5600	-	Bacteria	domain	0.98	"Planctomycetes"	phylum	0.12	Planctomycetia	class	0.12	Planctomycetales	order	0.12	Planctomycetaceae	family	0.12	Rubinisphaera	genus	0.04
ERR1456827.5700	-	Bacteria	domain	0.99	"Proteobacteria"	phylum	0.83	Betaproteobacteria	class	0.59	Burkholderiales	order	0.4	Oxalobacteraceae	family	0.31	Rugamonas	genus	0.3
ERR1456827.5800	-	Bacteria	domain	0.96	"Actinobacteria"	phylum	0.78	Actinobacteria	class	0.78	Actinomycetales	order	0.78	Streptosporangiaceae	family	0.33	Thermoactinospora	genus	0.12
ERR1456827.5900	-	Bacteria	domain	0.96	"Proteobacteria"	phylum	0.31	Epsilonproteobacteria	class	0.08	Nautiliales	order	0.07	Nautiliaceae	family	0.07	Nitratiruptor	genus	0.07
ERR1456827.6000	-	Bacteria	domain	0.95	Nitrospirae	phylum	0.82	"Nitrospira"	class	0.82	"Nitrospirales"	order	0.82	"Nitrospiraceae"	family	0.82	Nitrospira	genus	0.82
ERR1456827.6100	-	Bacteria	domain	0.78	"Actinobacteria"	phylum	0.32	Actinobacteria	class	0.32	Gaiellales	order	0.22	Gaiellaceae	family	0.22	Gaiella	genus	0.22
ERR1456827.6200	-	Bacteria	domain	1.0	"Acidobacteria"	phylum	0.89	Acidobacteria_Gp1	class	0.89	Candidatus Koribacter	order	0.75	Candidatus Koribacter	family	0.75	Candidatus Koribacter	genus	0.75
ERR1456827.6300	-	Bacteria	domain	0.96	"Proteobacteria"	phylum	0.51	Betaproteobacteria	class	0.37	"Procabacteriales"	order	0.04	"Procabacteriaceae"	family	0.04	Candidatus Procabacter	genus	0.04
ERR1456827.6400	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.66	Actinobacteria	class	0.61	Solirubrobacterales	order	0.59	Conexibacteraceae	family	0.59	Conexibacter	genus	0.59
ERR1456827.6500	-	Bacteria	domain	0.97	"Actinobacteria"	phylum	0.25	Actinobacteria	class	0.25	Gaiellales	order	0.1	Gaiellaceae	family	0.1	Gaiella	genus	0.1
ERR1456827.6600	-	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.79	Alphaproteobacteria	class	0.69	Rhizobiales	order	0.45	Beijerinckiaceae	family	0.15	Methyloferula	genus	0.03
ERR1456827.6700	-	Bacteria	domain	0.98	"Acidobacteria"	phylum	0.5	Acidobacteria_Gp1	class	0.47	Candidatus Koribacter	order	0.47	Candidatus Koribacter	family	0.47	Candidatus Koribacter	genus	0.47
ERR1456827.6800	-	Bacteria	domain	0.97	"Chloroflexi"	phylum	0.44	Ktedonobacteria	class	0.33	Ktedonobacterales	order	0.26	Ktedonobacteraceae	family	0.26	Ktedonobacter	genus	0.26
ERR1456827.6900	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.97	Actinobacteria	class	0.97	Actinomycetales	order	0.97	Mycobacteriaceae	family	0.32	Hoyosella	genus	0.32
ERR1456827.7000	-	Bacteria	domain	0.96	Firmicutes	phylum	0.25	Clostridia	class	0.16	Halanaerobiales	order	0.05	Halanaerobiaceae	family	0.05	Halothermothrix	genus	0.04
ERR1456827.7100	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.98	Actinobacteria	class	0.98	Actinomycetales	order	0.98	Dermacoccaceae	family	0.4	Flexivirga	genus	0.35
ERR1456827.7200	-	Bacteria	domain	1.0	"Acidobacteria"	phylum	0.99	Acidobacteria_Gp1	class	0.99	Candidatus Koribacter	order	0.89	Candidatus Koribacter	family	0.89	Candidatus Koribacter	genus	0.89
ERR1456827.7300	-	Bacteria	domain	0.97	"Proteobacteria"	phylum	0.85	Alphaproteobacteria	class	0.85	Rhodospirillales	order	0.85	Acetobacteraceae	family	0.83	Acidicaldus	genus	0.56
ERR1456827.7400	-	Bacteria	domain	0.96	"Chloroflexi"	phylum	0.23	Caldilineae	class	0.2	Caldilineales	order	0.2	Caldilineaceae	family	0.2	Litorilinea	genus	0.2
ERR1456827.7500	-	Bacteria	domain	0.94	"Verrucomicrobia"	phylum	0.53	Verrucomicrobiae	class	0.26	Verrucomicrobiales	order	0.26	Verrucomicrobiaceae	family	0.26	Roseimicrobium	genus	0.19
ERR1456827.7600	-	Bacteria	domain	0.95	"Proteobacteria"	phylum	0.89	Alphaproteobacteria	class	0.83	Rhizobiales	order	0.78	Beijerinckiaceae	family	0.41	Methyloferula	genus	0.31
ERR1456827.7700	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.97	Actinobacteria	class	0.97	Actinomycetales	order	0.97	Nocardiaceae	family	0.77	Skermania	genus	0.36
ERR1456827.7800	-	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.97	Alphaproteobacteria	class	0.97	Rhizobiales	order	0.75	Rhodobiaceae	family	0.34	Tepidamorphus	genus	0.3
ERR1456827.7900	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.88	Actinobacteria	class	0.88	Actinomycetales	order	0.83	Thermomonosporaceae	family	0.48	Spirillospora	genus	0.46
ERR1456827.8000	-	Bacteria	domain	0.95	"Planctomycetes"	phylum	0.8	Planctomycetia	class	0.79	Planctomycetales	order	0.79	Planctomycetaceae	family	0.79	Aquisphaera	genus	0.58
ERR1456827.8100	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.85	Actinobacteria	class	0.85	Actinomycetales	order	0.84	Cryptosporangiaceae	family	0.12	Fodinicola	genus	0.1
ERR1456827.8200	-	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.92	Alphaproteobacteria	class	0.73	Rhizobiales	order	0.61	Rhizobiales_incertae_sedis	family	0.21	Phreatobacter	genus	0.12
ERR1456827.8300	-	Bacteria	domain	0.99	"Actinobacteria"	phylum	0.99	Actinobacteria	class	0.99	Actinomycetales	order	0.99	Dermacoccaceae	family	0.51	Flexivirga	genus	0.3
ERR1456827.8400	-	Bacteria	domain	0.97	Firmicutes	phylum	0.75	Bacilli	class	0.41	Bacillales	order	0.4	Bacillaceae 2	family	0.13	Compostibacillus	genus	0.04
ERR1456827.8500	-	Bacteria	domain	0.86	"Actinobacteria"	phylum	0.25	Actinobacteria	class	0.21	Acidimicrobiales	order	0.1	Acidimicrobiaceae	family	0.08	Ferrimicrobium	genus	0.04
ERR1456827.8600	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.95	Actinobacteria	class	0.95	Actinomycetales	order	0.93	Cryptosporangiaceae	family	0.31	Fodinicola	genus	0.31
ERR1456827.8700	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.92	Actinobacteria	class	0.86	Solirubrobacterales	order	0.82	Conexibacteraceae	family	0.82	Conexibacter	genus	0.82
ERR1456827.8800	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.87	Actinobacteria	class	0.87	Actinomycetales	order	0.86	Micromonosporaceae	family	0.34	Catelliglobosispora	genus	0.1
ERR1456827.8900	-	Bacteria	domain	0.97	Firmicutes	phylum	0.85	Bacilli	class	0.62	Bacillales	order	0.6	Planococcaceae	family	0.49	Chungangia	genus	0.29
ERR1456827.9000	-	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.8	Gammaproteobacteria	class	0.77	Xanthomonadales	order	0.24	Sinobacteraceae	family	0.21	Povalibacter	genus	0.2
ERR1456827.9100	-	Bacteria	domain	0.98	"Actinobacteria"	phylum	0.79	Actinobacteria	class	0.79	Actinomycetales	order	0.73	Jiangellaceae	family	0.13	Haloactinopolyspora	genus	0.12
ERR1456827.9300	-	Bacteria	domain	0.93	"Chloroflexi"	phylum	0.43	Chloroflexia	class	0.38	Kallotenuales	order	0.35	Kallotenuaceae	family	0.35	Kallotenue	genus	0.35
ERR1456827.9400	-	Bacteria	domain	0.86	"Chloroflexi"	phylum	0.32	Caldilineae	class	0.08	Caldilineales	order	0.08	Caldilineaceae	family	0.08	Litorilinea	genus	0.08
ERR1456827.9500	-	Bacteria	domain	0.97	"Chloroflexi"	phylum	0.19	Ardenticatenia	class	0.1	Ardenticatenales	order	0.1	Ardenticatenaceae	family	0.1	Ardenticatena	genus	0.1
ERR1456827.9600	-	Bacteria	domain	0.98	"Actinobacteria"	phylum	0.7	Actinobacteria	class	0.7	Actinomycetales	order	0.69	Pseudonocardiaceae	family	0.36	Thermotunica	genus	0.11
ERR1456827.9700	-	Bacteria	domain	0.98	"Actinobacteria"	phylum	0.3	Actinobacteria	class	0.29	Solirubrobacterales	order	0.16	Conexibacteraceae	family	0.11	Conexibacter	genus	0.11
ERR1456827.9800	-	Bacteria	domain	0.8	"Proteobacteria"	phylum	0.33	Deltaproteobacteria	class	0.13	Desulfobacterales	order	0.1	Desulfobacteraceae	family	0.1	Desulfatirhabdium	genus	0.08
ERR1456827.9900	-	Bacteria	domain	0.8	"Chloroflexi"	phylum	0.17	Anaerolineae	class	0.12	Anaerolineales	order	0.12	Anaerolineaceae	family	0.12	Pelolinea	genus	0.07
ERR1456827.10000	-	Bacteria	domain	0.93	"Acidobacteria"	phylum	0.45	Acidobacteria_Gp3	class	0.39	Paludibaculum	order	0.37	Paludibaculum	family	0.37	Paludibaculum	genus	0.37
ERR1456827.10100	-	Bacteria	domain	0.94	candidate division WPS-2	phylum	0.48	WPS-2_genera_incertae_sedis	class	0.48	WPS-2_genera_incertae_sedis	order	0.48	WPS-2_genera_incertae_sedis	family	0.48	WPS-2_genera_incertae_sedis	genus	0.48
ERR1456827.10200	-	Bacteria	domain	0.98	"Actinobacteria"	phylum	0.74	Actinobacteria	class	0.73	Solirubrobacterales	order	0.68	Conexibacteraceae	family	0.68	Conexibacter	genus	0.68
ERR1456827.10300	-	Bacteria	domain	0.99	"Actinobacteria"	phylum	0.9	Actinobacteria	class	0.9	Actinomycetales	order	0.85	Nocardiopsaceae	family	0.37	Salinactinospora	genus	0.12
ERR1456827.10400	-	Bacteria	domain	1.0	Firmicutes	phylum	0.99	Bacilli	class	0.99	Bacillales	order	0.97	Planococcaceae	family	0.89	Filibacter	genus	0.61
ERR1456827.10500	-	Bacteria	domain	0.99	"Acidobacteria"	phylum	0.75	Acidobacteria_Gp1	class	0.74	Candidatus Koribacter	order	0.54	Candidatus Koribacter	family	0.54	Candidatus Koribacter	genus	0.54
ERR1456827.10600	-	Bacteria	domain	1.0	"Acidobacteria"	phylum	0.96	Acidobacteria_Gp1	class	0.96	Candidatus Koribacter	order	0.89	Candidatus Koribacter	family	0.89	Candidatus Koribacter	genus	0.89
ERR1456827.10700	-	Bacteria	domain	1.0	"Proteobacteria"	phylum	1.0	Betaproteobacteria	class	0.99	Burkholderiales	order	0.67	Oxalobacteraceae	family	0.62	Rugamonas	genus	0.52
ERR1456827.10800	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.87	Actinobacteria	class	0.86	Actinomycetales	order	0.84	Pseudonocardiaceae	family	0.28	Thermotunica	genus	0.1
ERR1456827.10900	-	Bacteria	domain	0.98	"Actinobacteria"	phylum	0.33	Actinobacteria	class	0.32	Acidimicrobiales	order	0.22	"Acidimicrobineae"_incertae_sedis	family	0.2	Aciditerrimonas	genus	0.2
ERR1456827.11000	-	Bacteria	domain	0.97	"Actinobacteria"	phylum	0.52	Actinobacteria	class	0.39	Solirubrobacterales	order	0.28	Conexibacteraceae	family	0.26	Conexibacter	genus	0.26
ERR1456827.11100	-	Bacteria	domain	0.91	"Acidobacteria"	phylum	0.36	Acidobacteria_Gp3	class	0.35	Candidatus Solibacter	order	0.32	Candidatus Solibacter	family	0.32	Candidatus Solibacter	genus	0.32
ERR1456827.11200	-	Bacteria	domain	0.91	"Actinobacteria"	phylum	0.49	Actinobacteria	class	0.49	Gaiellales	order	0.35	Gaiellaceae	family	0.35	Gaiella	genus	0.35
ERR1456827.11300	-	Bacteria	domain	0.97	Firmicutes	phylum	0.37	Negativicutes	class	0.04	Selenomonadales	order	0.04	Veillonellaceae	family	0.04	Allisonella	genus	0.03
ERR1456827.11400	-	Bacteria	domain	0.97	"Proteobacteria"	phylum	0.24	Alphaproteobacteria	class	0.15	Rhizobiales	order	0.09	Methylobacteriaceae	family	0.09	Psychroglaciecola	genus	0.09
ERR1456827.11500	-	Bacteria	domain	0.88	"Actinobacteria"	phylum	0.69	Actinobacteria	class	0.69	Actinomycetales	order	0.64	Pseudonocardiaceae	family	0.43	Goodfellowiella	genus	0.09
ERR1456827.11600	-	Bacteria	domain	0.92	Firmicutes	phylum	0.41	Clostridia	class	0.21	Clostridiales	order	0.14	Peptococcaceae 1	family	0.08	Desulfitibacter	genus	0.08
ERR1456827.11700	-	Bacteria	domain	0.98	"Actinobacteria"	phylum	0.88	Actinobacteria	class	0.88	Actinomycetales	order	0.88	Intrasporangiaceae	family	0.25	Humibacillus	genus	0.18
ERR1456827.11800	-	Bacteria	domain	1.0	"Acidobacteria"	phylum	0.6	Acidobacteria_Gp1	class	0.53	Candidatus Koribacter	order	0.49	Candidatus Koribacter	family	0.49	Candidatus Koribacter	genus	0.49
ERR1456827.11900	-	Bacteria	domain	0.95	"Chloroflexi"	phylum	0.64	Thermomicrobia	class	0.4	Sphaerobacterales	order	0.35	Sphaerobacteraceae	family	0.35	Sphaerobacter	genus	0.3
ERR1456827.12000	-	Bacteria	domain	0.91	Firmicutes	phylum	0.49	Bacilli	class	0.33	Bacillales	order	0.33	Paenibacillaceae 2	family	0.09	Oxalophagus	genus	0.09
ERR1456827.12100	-	Archaea	domain	0.43	"Crenarchaeota"	phylum	0.4	Thermoprotei	class	0.4	Desulfurococcales	order	0.13	Desulfurococcaceae	family	0.09	Sulfophobococcus	genus	0.08
ERR1456827.12200	-	Bacteria	domain	0.96	"Planctomycetes"	phylum	0.82	Planctomycetia	class	0.82	Planctomycetales	order	0.59	Planctomycetaceae	family	0.59	Gemmata	genus	0.17
ERR1456827.12300	-	Bacteria	domain	0.99	"Actinobacteria"	phylum	0.73	Thermoleophilia	class	0.34	Thermoleophilales	order	0.34	Thermoleophilaceae	family	0.34	Thermoleophilum	genus	0.34
ERR1456827.12400	-	Bacteria	domain	0.99	"Proteobacteria"	phylum	0.98	Betaproteobacteria	class	0.93	Burkholderiales	order	0.31	Burkholderiaceae	family	0.2	Lautropia	genus	0.19
ERR1456827.12500	-	Bacteria	domain	0.99	"Actinobacteria"	phylum	0.98	Actinobacteria	class	0.98	Actinomycetales	order	0.98	Micrococcaceae	family	0.7	Renibacterium	genus	0.46
ERR1456827.12600	-	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.83	Alphaproteobacteria	class	0.81	Rhizobiales	order	0.78	Hyphomicrobiaceae	family	0.2	Methylorhabdus	genus	0.2
ERR1456827.12700	-	Bacteria	domain	0.98	"Proteobacteria"	phylum	0.5	Gammaproteobacteria	class	0.47	Chromatiales	order	0.22	Ectothiorhodospiraceae	family	0.17	Ectothiorhodosinus	genus	0.1
ERR1456827.12800	-	Archaea	domain	0.39	"Crenarchaeota"	phylum	0.31	Thermoprotei	class	0.31	Sulfolobales	order	0.08	Sulfolobaceae	family	0.08	Sulfurisphaera	genus	0.06
ERR1456827.12900	-	Bacteria	domain	0.98	"Acidobacteria"	phylum	0.78	Acidobacteria_Gp1	class	0.75	Candidatus Koribacter	order	0.54	Candidatus Koribacter	family	0.54	Candidatus Koribacter	genus	0.54
ERR1456827.13000	-	Bacteria	domain	1.0	"Proteobacteria"	phylum	0.99	Alphaproteobacteria	class	0.95	Rhodobacterales	order	0.9	Rhodobacteraceae	family	0.9	Dinoroseobacter	genus	0.12
ERR1456827.13100	-	Bacteria	domain	1.0	"Planctomycetes"	phylum	0.72	Planctomycetia	class	0.69	Planctomycetales	order	0.69	Planctomycetaceae	family	0.69	Thermogutta	genus	0.3
ERR1456827.13200	-	Bacteria	domain	0.98	"Proteobacteria"	phylum	0.86	Alphaproteobacteria	class	0.56	Rhizobiales	order	0.22	Hyphomicrobiaceae	family	0.09	Ancalomicrobium	genus	0.08
ERR1456827.13300	-	Bacteria	domain	1.0	"Actinobacteria"	phylum	0.98	Actinobacteria	class	0.98	Actinomycetales	order	0.98	Mycobacteriaceae	family	0.29	Hoyosella	genus	0.25
ERR1456827.13400	-	Bacteria	domain	0.93	"Actinobacteria"	phylum	0.64	Thermoleophilia	class	0.2	Thermoleophilales	order	0.2	Thermoleophilaceae	family	0.2	Thermoleophilum	genus	0.2
ERR1456827.13500	-	Bacteria	domain	1.0	Firmicutes	phylum	0.99	Bacilli	class	0.98	Bacillales	order	0.98	Alicyclobacillaceae	family	0.97	Tumebacillus	genus	0.96
